product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_volume_cm3,weight_volume_ratio
W5JRKV3Hpwuv,toys,500.0,20.0,20.0,20.0,8000.0,0.0625
nZ3uCi1t2VEM,toys,700.0,30.0,15.0,25.0,11250.0,0.06222222222222222
p5UUC6AYIIyq,sports_leisure,850.0,22.0,15.0,22.0,7260.0,0.11707988980716254
CeHIHaYsppzV,toys,425.0,28.0,13.0,18.0,6552.0,0.06486568986568987
azutjTHMvZFu,toys,700.0,17.0,10.0,16.0,2720.0,0.25735294117647056
PiBkYEvuJIyv,toys,563.0,44.0,8.0,35.0,12320.0,0.045698051948051946
rfAfXKCzKmqX,toys,367.0,17.0,12.0,12.0,2448.0,0.14991830065359477
4OLHGBvFvgNL,toys,900.0,30.0,25.0,20.0,15000.0,0.06
Zyyyzbn2inCr,toys,550.0,30.0,8.0,11.0,2640.0,0.20833333333333334
yA2kQvVQWekk,toys,200.0,22.0,10.0,14.0,3080.0,0.06493506493506493
gVSytgjDVHjP,toys,9700.0,30.0,30.0,30.0,27000.0,0.3592592592592593
SQwGg1tbBHB8,toys,158.0,21.0,16.0,12.0,4032.0,0.039186507936507936
cW0US17hjEdy,toys,200.0,16.0,16.0,16.0,4096.0,0.048828125
VtMRh4g57tX2,toys,1550.0,20.0,20.0,20.0,8000.0,0.19375
ESCHC7IlgTqE,baby,28250.0,34.0,85.0,55.0,158950.0,0.17772884554891474
EFzIT8V0AK1z,office_furniture,15000.0,50.0,90.0,50.0,225000.0,0.06666666666666667
TEXeLTo87lIp,sports_leisure,1050.0,74.0,30.0,25.0,55500.0,0.01891891891891892
OJJfFD62bvai,toys,4300.0,78.0,4.0,47.0,14664.0,0.29323513366066556
Og97BBpf9uSq,toys,500.0,20.0,20.0,20.0,8000.0,0.0625
HS3yf2jWFyZD,sports_leisure,500.0,16.0,14.0,11.0,2464.0,0.20292207792207792
28GIrKWou87c,toys,900.0,36.0,6.0,28.0,6048.0,0.1488095238095238
wAu23JL1unqU,toys,250.0,25.0,10.0,18.0,4500.0,0.05555555555555555
vFtYkf3TZwGF,toys,1525.0,19.0,14.0,19.0,5054.0,0.30174119509299563
zetsEKozKnra,toys,1300.0,52.0,9.0,32.0,14976.0,0.08680555555555555
azFsjVMhjdR1,toys,125.0,17.0,9.0,12.0,1836.0,0.06808278867102396
74DTYBEQkyYu,toys,3367.0,36.0,21.0,36.0,27216.0,0.12371399176954732
ELaXXaI6pwoC,toys,888.0,38.0,23.0,29.0,25346.0,0.0350351140219364
Sb8eIxsl6pY9,toys,200.0,22.0,22.0,16.0,7744.0,0.025826446280991736
UVMnRTv129Uc,toys,100.0,32.0,2.0,24.0,1536.0,0.06510416666666667
0fs0sU5K7dKb,toys,8100.0,56.0,48.0,38.0,102144.0,0.07929981203007519
RC2WH1OgDlS9,construction_tools_construction,3250.0,19.0,19.0,19.0,6859.0,0.47383000437381545
xxTbvkwXeLDj,toys,20300.0,50.0,80.0,30.0,120000.0,0.16916666666666666
z5eD0j68nyJg,cool_stuff,500.0,27.0,5.0,27.0,3645.0,0.13717421124828533
5yHaHWj0SxHQ,toys,500.0,19.0,12.0,12.0,2736.0,0.1827485380116959
iwTJvT1MZ8r1,toys,300.0,20.0,20.0,20.0,8000.0,0.0375
DU6wuaN4zPca,toys,2200.0,50.0,5.0,50.0,12500.0,0.176
b8aH1MtU2fnE,toys,317.0,17.0,11.0,12.0,2244.0,0.1412655971479501
oLiq1UrpdZRj,toys,500.0,16.0,16.0,16.0,4096.0,0.1220703125
wFAVPAcHERoN,watches_gifts,417.0,19.0,12.0,14.0,3192.0,0.13063909774436092
eZ9wNNBzwogj,toys,200.0,35.0,6.0,24.0,5040.0,0.03968253968253968
pi1EOtTmxcs3,toys,600.0,35.0,12.0,20.0,8400.0,0.07142857142857142
dNJS88Aq2n3v,toys,550.0,31.0,4.0,23.0,2852.0,0.19284712482468444
RimYkOyH0eLG,toys,1000.0,20.0,35.0,20.0,14000.0,0.07142857142857142
gCPQBsm8SrKg,fashion_bags_accessories,200.0,18.0,9.0,11.0,1782.0,0.1122334455667789
94sqOUKarF4u,toys,4700.0,47.0,19.0,23.0,20539.0,0.2288329519450801
hbboeAtGrbje,computers_accessories,400.0,38.0,2.0,29.0,2204.0,0.18148820326678766
Y0u667O46GVD,toys,22800.0,60.0,35.0,65.0,136500.0,0.16703296703296702
Pk261eOw4qT0,baby,133.0,21.0,8.0,14.0,2352.0,0.05654761904761905
EyDjHaGlaXeF,pet_shop,19000.0,30.0,42.0,90.0,113400.0,0.1675485008818342
4Vb4wSoHB5SG,toys,10700.0,52.0,51.0,17.0,45084.0,0.23733475290568717
p60YJdmpZKFw,toys,2100.0,99.0,5.0,47.0,23265.0,0.09026434558349453
xRsdpAXM6Bd4,toys,600.0,23.0,14.0,19.0,6118.0,0.09807126511932004
ReQ4alt325Kf,toys,2700.0,16.0,45.0,20.0,14400.0,0.1875
wvjMDRsIe9kb,auto,700.0,16.0,11.0,11.0,1936.0,0.3615702479338843
vmz4nBRKALdY,toys,400.0,20.0,10.0,20.0,4000.0,0.1
Qg97BMModSu3,toys,90.0,19.0,10.0,15.0,2850.0,0.031578947368421054
Bgc0lGAeqOHo,toys,150.0,22.0,3.0,15.0,990.0,0.15151515151515152
wNqjlPapxSQ4,toys,400.0,16.0,11.0,11.0,1936.0,0.2066115702479339
j5UlA3gCsK2n,toys,7400.0,60.0,18.0,40.0,43200.0,0.1712962962962963
5bMZ0fiLeC9W,toys,250.0,16.0,4.0,11.0,704.0,0.35511363636363635
SybRGtmRGt4e,dvds_blu_ray,100.0,19.0,3.0,11.0,627.0,0.1594896331738437
vY6N9zl7WR1V,toys,650.0,28.0,10.0,18.0,5040.0,0.12896825396825398
rMHJaPyE9blJ,toys,200.0,16.0,5.0,11.0,880.0,0.22727272727272727
bqBUwzDf7io8,toys,800.0,16.0,16.0,16.0,4096.0,0.1953125
KYBFH2vHGYQN,baby,450.0,60.0,3.0,24.0,4320.0,0.10416666666666667
p2qe66dPt70Y,bed_bath_table,7325.0,25.0,63.0,63.0,99225.0,0.07382212144116906
W5kYs8TNmk8q,auto,400.0,16.0,7.0,20.0,2240.0,0.17857142857142858
ImhStnYZ1EeF,housewares,5550.0,40.0,10.0,30.0,12000.0,0.4625
tlW5BXzoyghr,toys,260.0,21.0,19.0,16.0,6384.0,0.040726817042606514
lM2eks0kxzgg,toys,400.0,35.0,7.0,35.0,8575.0,0.04664723032069971
jThdkeIJJgbI,toys,400.0,30.0,11.0,15.0,4950.0,0.08080808080808081
jawY6KgYN74M,office_furniture,23950.0,62.0,16.0,49.0,48608.0,0.49271724818959844
Z5UtHjjboamJ,toys,2000.0,16.0,10.0,16.0,2560.0,0.78125
GBm9mmUYNV0H,toys,150.0,20.0,5.0,15.0,1500.0,0.1
MXYpoGG8IEzQ,furniture_decor,1400.0,40.0,10.0,40.0,16000.0,0.0875
8LIdnFABihX4,stationery,750.0,17.0,7.0,12.0,1428.0,0.5252100840336135
gnj5KBlrXNBV,toys,380.0,18.0,12.0,14.0,3024.0,0.12566137566137567
byKOIP7UAZev,bed_bath_table,1550.0,35.0,19.0,45.0,29925.0,0.05179615705931495
eDrt2s9o22Pw,sports_leisure,600.0,22.0,16.0,22.0,7744.0,0.07747933884297521
DmtrIfy38Pr9,computers_accessories,200.0,16.0,17.0,22.0,5984.0,0.03342245989304813
LMOOAYLhFUrq,toys,100.0,17.0,3.0,12.0,612.0,0.16339869281045752
cpfbSthMmPmU,toys,350.0,20.0,9.0,17.0,3060.0,0.11437908496732026
UkoFfAIUeLaj,toys,150.0,16.0,11.0,11.0,1936.0,0.07747933884297521
dgylOOrHQ88H,toys,680.0,32.0,29.0,22.0,20416.0,0.03330721003134796
0I13jvDzbWlv,toys,248.0,19.0,12.0,16.0,3648.0,0.06798245614035088
y77U4wIWFt5I,toys,650.0,16.0,29.0,22.0,10208.0,0.0636755485893417
w44ug9LBWFY9,toys,250.0,19.0,14.0,11.0,2926.0,0.08544087491455912
ayqJHeeObs0Z,toys,150.0,16.0,6.0,11.0,1056.0,0.14204545454545456
OQR6GGXUr98B,toys,200.0,21.0,7.0,14.0,2058.0,0.09718172983479106
LdqOc8hakpiG,toys,200.0,22.0,11.0,14.0,3388.0,0.0590318772136954
8XBk59r6ebtC,toys,3050.0,51.0,13.0,31.0,20553.0,0.14839682771371576
fDX4EdEqQuA5,furniture_decor,2500.0,69.0,11.0,11.0,8349.0,0.29943705833033896
ImFmopdYJ0Y2,toys,600.0,25.0,8.0,22.0,4400.0,0.13636363636363635
mxHFPS0aV8JT,toys,150.0,20.0,15.0,20.0,6000.0,0.025
ZPztPsXOW3vL,bed_bath_table,800.0,95.0,8.0,50.0,38000.0,0.021052631578947368
XnjcCoUltye0,toys,3275.0,21.0,16.0,21.0,7056.0,0.4641439909297052
FGTiWSDZ5xqM,toys,50.0,16.0,8.0,11.0,1408.0,0.03551136363636364
PUnjoo0CENpQ,toys,1100.0,26.0,26.0,26.0,17576.0,0.0625853436504324
4ET4xjBLPLNv,toys,400.0,45.0,15.0,35.0,23625.0,0.016931216931216932
yFmiNfOLP8lV,toys,218.0,18.0,19.0,17.0,5814.0,0.037495700034399726
qSFjxMHpMisg,toys,200.0,26.0,4.0,19.0,1976.0,0.10121457489878542
bkAblNgGZ6aL,cool_stuff,530.0,30.0,9.0,14.0,3780.0,0.1402116402116402
fNWUH00RcbHJ,toys,300.0,33.0,5.0,23.0,3795.0,0.07905138339920949
qIWjT4EOD58u,toys,900.0,46.0,14.0,40.0,25760.0,0.03493788819875776
XbVfweLB00HI,pet_shop,88.0,16.0,7.0,14.0,1568.0,0.05612244897959184
kLup9y1vCbv9,toys,1300.0,25.0,10.0,20.0,5000.0,0.26
SLXt9UA7aD5k,toys,800.0,20.0,20.0,20.0,8000.0,0.1
mcQKkycx7Tby,toys,1150.0,43.0,7.0,30.0,9030.0,0.1273532668881506
LZLTDIAsFuq7,toys,12200.0,65.0,65.0,18.0,76050.0,0.16042077580539119
yhwy3SR8YtEg,toys,5600.0,78.0,4.0,47.0,14664.0,0.3818876159301691
VJb2HhFYGDTx,health_beauty,350.0,20.0,20.0,20.0,8000.0,0.04375
5hEQm2rBvFbs,sports_leisure,190.0,19.0,16.0,16.0,4864.0,0.0390625
sVmEVSort9yb,toys,400.0,16.0,12.0,12.0,2304.0,0.1736111111111111
jYyi21AxCduR,toys,625.0,25.0,9.0,25.0,5625.0,0.1111111111111111
A41ziYbQnnGH,toys,1600.0,23.0,17.0,27.0,10557.0,0.1515582078241925
kPryXqpdplMl,bed_bath_table,2000.0,45.0,15.0,35.0,23625.0,0.08465608465608465
OyJe908PYLzF,toys,16000.0,16.0,2.0,11.0,352.0,45.45454545454545
nIICZa1bmRKd,auto,2200.0,16.0,2.0,11.0,352.0,6.25
emfqUGi3Amgo,toys,2663.0,30.0,27.0,25.0,20250.0,0.13150617283950616
P0z8SC6MbzPc,bed_bath_table,5775.0,56.0,34.0,46.0,87584.0,0.06593670076726342
prKs8KtmzSvf,toys,1050.0,69.0,11.0,11.0,8349.0,0.12576356449874238
cFEaFKlNJocM,toys,150.0,27.0,13.0,17.0,5967.0,0.02513826043237808
ndzXCN5Y3qyJ,bed_bath_table,2600.0,42.0,16.0,36.0,24192.0,0.10747354497354497
3Qv0rRjw5ehj,garden_tools,700.0,19.0,7.0,14.0,1862.0,0.37593984962406013
ugQ502ZVhxfm,toys,450.0,29.0,16.0,11.0,5104.0,0.08816614420062696
ah0Sp9KOkna6,toys,600.0,25.0,30.0,15.0,11250.0,0.05333333333333334
MMngImUcccdp,toys,2100.0,30.0,15.0,30.0,13500.0,0.15555555555555556
Hsv3uer1NPys,furniture_decor,600.0,68.0,8.0,13.0,7072.0,0.08484162895927602
iXtoDlcnEixV,toys,400.0,16.0,28.0,11.0,4928.0,0.08116883116883117
SyxDJvvbVZEQ,toys,20000.0,52.0,52.0,35.0,94640.0,0.21132713440405748
riJO9AjJ8r2Y,toys,2140.0,18.0,26.0,19.0,8892.0,0.24066576698155645
LLCZyt4V3fn6,toys,2600.0,18.0,26.0,11.0,5148.0,0.5050505050505051
a8WbD3usVQJI,toys,6700.0,30.0,20.0,40.0,24000.0,0.2791666666666667
C9KOKXedlhAU,toys,500.0,16.0,30.0,40.0,19200.0,0.026041666666666668
xsdf5ZfuOE83,toys,2667.0,25.0,27.0,23.0,15525.0,0.17178743961352658
jb2DQDIkE66b,toys,1650.0,29.0,10.0,22.0,6380.0,0.25862068965517243
IfCU92tDV2EM,auto,5300.0,42.0,12.0,27.0,13608.0,0.38947677836566724
peAU0cqKtkef,toys,400.0,27.0,13.0,17.0,5967.0,0.0670353611530082
EsAcyzGLcW9P,toys,300.0,17.0,17.0,11.0,3179.0,0.09436929852154766
Fc3nwYzIRVXv,toys,300.0,16.0,7.0,11.0,1232.0,0.2435064935064935
cuA9qvlYqE2e,toys,1500.0,30.0,35.0,30.0,31500.0,0.047619047619047616
6nwVrC5PwulQ,watches_gifts,200.0,16.0,6.0,11.0,1056.0,0.1893939393939394
i05bLw2ttRaN,toys,1500.0,36.0,15.0,16.0,8640.0,0.1736111111111111
tzZvw6FngMLo,toys,1800.0,38.0,7.0,28.0,7448.0,0.24167561761546724
e7la7thIJNJq,toys,100.0,16.0,3.0,11.0,528.0,0.1893939393939394
Jtsp69gL6uR8,toys,425.0,17.0,23.0,12.0,4692.0,0.09057971014492754
pVGPsXIUvAmu,toys,250.0,16.0,10.0,11.0,1760.0,0.14204545454545456
qMHgPnp2cCmh,toys,50.0,16.0,5.0,11.0,880.0,0.056818181818181816
OiQWYOusSsXT,toys,100.0,16.0,6.0,12.0,1152.0,0.08680555555555555
QmotY1bxy6I8,toys,300.0,18.0,9.0,12.0,1944.0,0.15432098765432098
HPSWb9dPE1tE,toys,200.0,16.0,2.0,11.0,352.0,0.5681818181818182
8zcDnsPmPgpl,toys,500.0,57.0,14.0,14.0,11172.0,0.044754744002864305
9h9JTl3jEK48,furniture_decor,3000.0,69.0,11.0,11.0,8349.0,0.35932446999640677
GO7Y0UVD7q67,pet_shop,7300.0,33.0,30.0,44.0,43560.0,0.16758494031221305
jhUpoKUwVF3V,toys,150.0,26.0,4.0,24.0,2496.0,0.06009615384615385
pDyznIYJe0h2,toys,1000.0,30.0,5.0,30.0,4500.0,0.2222222222222222
BmVZinSXJfVf,bed_bath_table,1900.0,49.0,7.0,40.0,13720.0,0.13848396501457727
wBufQv0tvbae,sports_leisure,1150.0,60.0,15.0,15.0,13500.0,0.08518518518518518
q0TZQB27Ipev,toys,1200.0,29.0,13.0,14.0,5278.0,0.22735884804850323
eBrzNMizNzKI,toys,900.0,30.0,20.0,30.0,18000.0,0.05
xbE6KQb3DOuQ,toys,200.0,16.0,17.0,11.0,2992.0,0.06684491978609626
AxwFbbK2yxAM,toys,803.0,25.0,17.0,20.0,8500.0,0.09447058823529411
H5Mx590CorrN,toys,1100.0,45.0,8.0,35.0,12600.0,0.0873015873015873
01bOT3b4NEA2,toys,550.0,16.0,2.0,11.0,352.0,1.5625
SUpI5lE12GgJ,toys,250.0,16.0,10.0,11.0,1760.0,0.14204545454545456
f0FUo8Q0BZ5b,electronics,190.0,19.0,16.0,10.0,3040.0,0.0625
Z3lKSVR7ohSt,toys,520.0,19.0,13.0,16.0,3952.0,0.13157894736842105
4r6CEdG4CFI2,toys,875.0,65.0,23.0,20.0,29900.0,0.029264214046822744
ncQrlcAjEuiB,toys,125.0,18.0,6.0,11.0,1188.0,0.10521885521885523
ySJysRYRd8Cf,toys,130.0,16.0,11.0,13.0,2288.0,0.056818181818181816
z3TxYYHIRTPD,garden_tools,6050.0,18.0,39.0,31.0,21762.0,0.2780075360720522
egIE1oiKkmzu,toys,6150.0,50.0,2.0,37.0,3700.0,1.662162162162162
76TVXBHn7qJO,toys,1450.0,69.0,11.0,11.0,8349.0,0.1736734938315966
cECYJdvdCpiL,toys,1637.0,27.0,22.0,23.0,13662.0,0.11982140243009808
VkekcqmZQJBI,toys,4050.0,30.0,20.0,40.0,24000.0,0.16875
LNkxYxUkQcok,computers_accessories,1900.0,28.0,12.0,33.0,11088.0,0.17135642135642135
gj694tvjNpbE,toys,100.0,18.0,6.0,11.0,1188.0,0.08417508417508418
jJVFk1gUrIzP,toys,200.0,16.0,3.0,12.0,576.0,0.3472222222222222
UJLhhVWAD4VM,toys,30000.0,55.0,75.0,61.0,251625.0,0.11922503725782414
ekvTGuG771gt,toys,400.0,36.0,6.0,26.0,5616.0,0.07122507122507123
loZg6eLB5HCl,toys,800.0,37.0,14.0,37.0,19166.0,0.041740582281122825
FgBV2VSDUK2L,auto,200.0,16.0,7.0,11.0,1232.0,0.16233766233766234
Oqi1FphWyEyd,toys,7517.0,48.0,34.0,43.0,70176.0,0.10711639306885545
IB4vtjxTlEoT,toys,22600.0,37.0,80.0,60.0,177600.0,0.12725225225225226
aQeeEeW3Dcn6,toys,500.0,56.0,11.0,20.0,12320.0,0.040584415584415584
xH30c1MDo4Oo,music,100.0,19.0,3.0,11.0,627.0,0.1594896331738437
JnVwCwIcj0cC,toys,100.0,27.0,28.0,27.0,20412.0,0.004899078973153047
Sj4vehVEXF7U,toys,7400.0,23.0,12.0,15.0,4140.0,1.78743961352657
XIRE3cuEv5I4,toys,900.0,30.0,15.0,30.0,13500.0,0.06666666666666667
Lah0NGyMhw90,toys,2000.0,16.0,2.0,11.0,352.0,5.681818181818182
LXj43mHArEJP,toys,2500.0,105.0,3.0,70.0,22050.0,0.11337868480725624
surH6bXszWRU,toys,650.0,40.0,36.0,28.0,40320.0,0.016121031746031748
9CTvRQlFUaHc,toys,30000.0,50.0,50.0,50.0,125000.0,0.24
384Ujbd2p3W3,toys,1700.0,20.0,8.0,20.0,3200.0,0.53125
ZXbgbnTNkysA,toys,799.0,17.0,13.0,16.0,3536.0,0.22596153846153846
hvWcaI7NUEFX,computers_accessories,125.0,19.0,16.0,16.0,4864.0,0.025699013157894735
TQeilVIk3z4e,toys,100.0,16.0,16.0,11.0,2816.0,0.03551136363636364
pZa6NWK3u31y,toys,3000.0,69.0,11.0,11.0,8349.0,0.35932446999640677
92O3oW7k5X2v,watches_gifts,800.0,18.0,12.0,19.0,4104.0,0.1949317738791423
I1c93zByznhh,toys,1170.0,36.0,26.0,21.0,19656.0,0.05952380952380952
1keh1UcPyZaE,toys,450.0,18.0,16.0,16.0,4608.0,0.09765625
GnvMKxXRyZx7,toys,225.0,22.0,10.0,13.0,2860.0,0.07867132867132867
s0x21HD2no72,toys,500.0,20.0,20.0,20.0,8000.0,0.0625
DVvItsrtu8ha,toys,1600.0,36.0,28.0,27.0,27216.0,0.058788947677836566
tTQtBFZErYSi,bed_bath_table,700.0,26.0,7.0,26.0,4732.0,0.14792899408284024
GPKAN7mwE7kF,toys,1630.0,18.0,15.0,14.0,3780.0,0.4312169312169312
p8AsD9XanZz5,toys,8950.0,32.0,10.0,32.0,10240.0,0.8740234375
NgTMjjnpYIOx,toys,18800.0,35.0,92.0,35.0,112700.0,0.1668145519077196
JaTKVIgaqV58,toys,550.0,16.0,5.0,20.0,1600.0,0.34375
8DlYrxvMtM7W,toys,90.0,19.0,11.0,12.0,2508.0,0.03588516746411483
KVAROTb6fP6y,toys,1000.0,24.0,40.0,15.0,14400.0,0.06944444444444445
mrGLVuRQeLuB,toys,1100.0,45.0,20.0,35.0,31500.0,0.03492063492063492
2ZnIUb9011mw,bed_bath_table,3400.0,36.0,10.0,35.0,12600.0,0.2698412698412698
xMdPT1uPvUkk,toys,750.0,26.0,15.0,26.0,10140.0,0.07396449704142012
Wb0dB6FB7JP0,toys,2050.0,20.0,20.0,27.0,10800.0,0.18981481481481483
zbnNrwYY5aoo,toys,10750.0,53.0,74.0,18.0,70596.0,0.15227491642585983
HwuXxzmkUtVT,auto,1475.0,32.0,28.0,28.0,25088.0,0.05879304846938776
OsamjmWPkMgo,toys,2250.0,34.0,8.0,32.0,8704.0,0.2585018382352941
XyKQt7JOhdUi,toys,200.0,19.0,11.0,15.0,3135.0,0.06379585326953748
5ykThkt0h2M2,toys,100.0,16.0,2.0,11.0,352.0,0.2840909090909091
vDI1Jb9Gaaez,toys,100.0,20.0,20.0,20.0,8000.0,0.0125
FkrlYvm6kbAm,toys,3675.0,28.0,33.0,25.0,23100.0,0.1590909090909091
parU3aN68H3R,toys,16900.0,57.0,16.0,43.0,39216.0,0.43094655242758056
ohUu8ko9G103,toys,900.0,22.0,12.0,33.0,8712.0,0.10330578512396695
XV6DcHFLMcgW,toys,1300.0,31.0,40.0,11.0,13640.0,0.09530791788856305
qzMwUFGuQKs2,toys,1050.0,29.0,8.0,28.0,6496.0,0.16163793103448276
UZWHFjMUeW8p,toys,969.0,24.0,22.0,17.0,8976.0,0.10795454545454546
SGh3uHJ9CrLc,toys,300.0,19.0,7.0,12.0,1596.0,0.18796992481203006
wYgzAhL6jNzl,toys,1150.0,31.0,11.0,26.0,8866.0,0.12970900067674263
K9rmVXDSm4Yj,toys,2150.0,20.0,20.0,20.0,8000.0,0.26875
OKSGQHSP60ne,toys,155.0,17.0,11.0,15.0,2805.0,0.05525846702317291
I2V5GfE253f9,toys,3350.0,50.0,10.0,30.0,15000.0,0.22333333333333333
oj4lN9IGvU3z,toys,800.0,16.0,16.0,15.0,3840.0,0.20833333333333334
mfRpmxy4vKcs,toys,300.0,28.0,2.0,18.0,1008.0,0.2976190476190476
CCJF4BbMGvGs,auto,2300.0,20.0,20.0,20.0,8000.0,0.2875
0vsL8xWzvgTm,toys,600.0,18.0,12.0,18.0,3888.0,0.15432098765432098
69rxDw0Uw9g7,toys,2400.0,30.0,20.0,30.0,18000.0,0.13333333333333333
NwZgJdOXYb77,toys,250.0,23.0,7.0,15.0,2415.0,0.10351966873706005
FccrD9Wsup3L,toys,7000.0,52.0,52.0,17.0,45968.0,0.1522798468499826
xxngjdzKdAOE,toys,30000.0,55.0,75.0,61.0,251625.0,0.11922503725782414
MFoV8TTtMogK,toys,1300.0,40.0,10.0,34.0,13600.0,0.09558823529411764
YSLIMPBcO2jb,toys,8100.0,36.0,47.0,32.0,54144.0,0.14960106382978725
DrRyU7dSQTss,toys,1350.0,42.0,11.0,12.0,5544.0,0.2435064935064935
wlDFPNa4G3Ap,toys,50.0,16.0,5.0,11.0,880.0,0.056818181818181816
wppRmECIoaDX,toys,450.0,23.0,18.0,21.0,8694.0,0.051759834368530024
qWbAG64oMTVD,industry_commerce_and_business,400.0,20.0,20.0,30.0,12000.0,0.03333333333333333
rBLx01m4AST8,toys,2000.0,50.0,15.0,40.0,30000.0,0.06666666666666667
S8bqtDz94u1b,toys,450.0,36.0,6.0,30.0,6480.0,0.06944444444444445
6wQ33vm0ATHu,toys,1400.0,45.0,15.0,35.0,23625.0,0.05925925925925926
pLTY1dxLye4c,toys,200.0,16.0,13.0,13.0,2704.0,0.07396449704142012
t9T0NG1QQIGI,toys,6900.0,26.0,26.0,26.0,17576.0,0.39258079198907603
89AlN1Ltmdix,toys,400.0,25.0,20.0,25.0,12500.0,0.032
87eZc3xOeUOs,bed_bath_table,2100.0,40.0,10.0,30.0,12000.0,0.175
36agUPMROYUm,toys,2200.0,36.0,27.0,19.0,18468.0,0.11912497292614252
OlBMWbq9EVv7,toys,700.0,23.0,2.0,16.0,736.0,0.9510869565217391
PR0OPnTtKmu6,toys,50.0,16.0,6.0,15.0,1440.0,0.034722222222222224
qdteVMOKICT1,electronics,175.0,21.0,11.0,13.0,3003.0,0.05827505827505827
abfYRHFkSwvF,toys,700.0,16.0,10.0,16.0,2560.0,0.2734375
KhQm14St7ilH,toys,1250.0,30.0,30.0,30.0,27000.0,0.046296296296296294
2K0bPo9wxuxZ,toys,200.0,16.0,6.0,11.0,1056.0,0.1893939393939394
t8esVVueIMKf,housewares,9950.0,31.0,61.0,31.0,58621.0,0.1697343955237884
EVnnXIBxkPKe,toys,7900.0,70.0,8.0,34.0,19040.0,0.41491596638655465
FXtmRDrHEsxv,toys,748.0,37.0,7.0,36.0,9324.0,0.08022308022308022
3oLOrEmA56xj,toys,1575.0,39.0,32.0,44.0,54912.0,0.028682255244755244
yOODRxTmSpyu,toys,1400.0,22.0,12.0,33.0,8712.0,0.16069788797061524
ncC7KkO3EvhQ,toys,2700.0,37.0,18.0,28.0,18648.0,0.14478764478764478
TmX4iRzj09Lk,fashion_bags_accessories,150.0,17.0,7.0,12.0,1428.0,0.10504201680672269
J5wRCNSVyFQ6,toys,300.0,16.0,13.0,13.0,2704.0,0.11094674556213018
RwYVRrSxo3Ip,toys,750.0,20.0,50.0,40.0,40000.0,0.01875
c5N3Snt7FLwc,toys,3500.0,37.0,20.0,60.0,44400.0,0.07882882882882883
dhSQ7gM5QjzA,toys,200.0,24.0,13.0,13.0,4056.0,0.04930966469428008
4vc2OwkfIZDW,toys,800.0,16.0,10.0,16.0,2560.0,0.3125
xkscMMhxUyLU,toys,700.0,16.0,15.0,15.0,3600.0,0.19444444444444445
KtVR2YCROimF,toys,200.0,18.0,10.0,23.0,4140.0,0.04830917874396135
rbNAhd84xDWk,toys,1650.0,48.0,31.0,26.0,38688.0,0.042648883374689826
2qJliWqyNtkh,sports_leisure,1095.0,23.0,20.0,20.0,9200.0,0.11902173913043479
mOjoNkHuZfcO,toys,1050.0,25.0,25.0,35.0,21875.0,0.048
eKd654mW2YJL,toys,533.0,31.0,14.0,27.0,11718.0,0.04548557774364226
8gv4Rsn1gdGm,toys,14700.0,42.0,55.0,38.0,87780.0,0.1674641148325359
983GzLvpXdTe,toys,800.0,16.0,9.0,11.0,1584.0,0.5050505050505051
ruhe5VtTxL8p,toys,5450.0,26.0,30.0,28.0,21840.0,0.24954212454212454
KOpgOTqsVMkT,toys,4525.0,65.0,16.0,40.0,41600.0,0.10877403846153846
XhLbMaXmAPhe,toys,283.0,17.0,13.0,13.0,2873.0,0.09850330664810303
wFcIGAMRbXRw,toys,1150.0,35.0,14.0,29.0,14210.0,0.08092892329345532
oTHSZTWxzFhs,toys,800.0,26.0,22.0,33.0,18876.0,0.04238186056367874
ZjDm3hpAiL63,toys,100.0,32.0,2.0,24.0,1536.0,0.06510416666666667
NPN7gYECOhD9,toys,500.0,24.0,22.0,22.0,11616.0,0.043044077134986224
hHerMcMrscte,toys,800.0,18.0,13.0,16.0,3744.0,0.21367521367521367
ThQiQfXCmeDY,watches_gifts,300.0,16.0,11.0,12.0,2112.0,0.14204545454545456
rv3MR7U0HTpo,auto,2200.0,50.0,10.0,50.0,25000.0,0.088
EAOgCumvlyqT,bed_bath_table,2100.0,53.0,27.0,40.0,57240.0,0.03668763102725367
V0Wb0ws0XPJw,electronics,1150.0,30.0,15.0,20.0,9000.0,0.12777777777777777
cG7xpImo2Acb,toys,200.0,16.0,2.0,11.0,352.0,0.5681818181818182
A5uJkkGlrTe2,toys,1400.0,22.0,12.0,33.0,8712.0,0.16069788797061524
6ECw6YaPkvj1,bed_bath_table,7200.0,60.0,5.0,40.0,12000.0,0.6
DPIXAienuXpA,toys,327.0,22.0,11.0,19.0,4598.0,0.07111787733797303
eYcEw3EiVEDW,toys,650.0,33.0,16.0,22.0,11616.0,0.0559573002754821
hKRpmPVbeiMR,toys,2963.0,25.0,19.0,21.0,9975.0,0.2970426065162907
Ij1efv3CSK58,toys,1500.0,28.0,20.0,28.0,15680.0,0.09566326530612244
FNjUn2pcQyKg,telephony,200.0,19.0,4.0,11.0,836.0,0.23923444976076555
kWvdu3mm1Siz,toys,305.0,19.0,13.0,16.0,3952.0,0.07717611336032389
I0T3PkUFmLqo,toys,500.0,27.0,3.0,19.0,1539.0,0.3248862897985705
iLHKfstarPjv,toys,478.0,49.0,10.0,25.0,12250.0,0.039020408163265304
